epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,12.894888119315647,2.728400191552359,16.32048307577578,25.16484622685818,24.694570664316473,19.67746690148891,10.848667422747475
1.0,0.0005,9.988877202290377,2.5711113153698704,20.079442349919212,35.22099493122123,29.936651701799644,21.867249333306404,10.052322315957083
2.0,0.0005,8.718289549439602,2.2949496526147204,25.18560715913328,34.5115056798481,31.844241079495696,24.056536052158947,11.868244279923639
3.0,0.0005,7.954841723430733,1.9767713154234536,27.433297427186478,44.032603765236566,41.470461882826335,32.30069732272736,18.669966219877836
4.0,0.0005,7.243845934342241,2.0519170753178733,35.31600861747525,43.06508371578196,43.49627718427533,35.96244809735601,22.79653318817679
5.0,0.0005,6.582757296588665,2.293742717369697,28.38981646434934,39.9282596702366,37.99972411647074,31.84712891386888,19.92139371939852
6.0,0.0005,6.041464579284995,1.5867857947582151,41.980258524257366,53.62603564291253,50.94602700696651,41.98094764188724,27.758725419665293
7.0,0.0005,5.53390463952693,1.6961554277960846,40.43646683514935,52.515001474478034,49.83202198744576,41.29338816885683,26.23179802328046
8.0,0.0005,5.513267446660882,1.6532627217587241,41.371752910469404,52.212589527186225,52.207962750520394,43.61917139332941,28.38622068434928
9.0,0.0005,4.965718602113172,1.761413064341323,44.00878319592327,56.26245548430492,54.094287935828355,47.58753304197675,32.451056615177976
10.0,0.0005,4.924518275412182,1.5285950591684445,47.66955296847164,60.48794917943656,56.86706628426869,50.30335972056218,34.88692287555412
11.0,0.0005,4.662999574482016,1.763437146077267,44.58207316567925,55.79426179739082,51.95401814757435,45.003375821678546,31.15618177164498
12.0,0.0005,4.482446160796708,1.6538985529191743,49.72749306044662,59.21775162232309,57.17800990945443,50.013667552331164,36.0951551104391
13.0,0.0005,4.585680154653696,2.0990623795239465,40.98127356340888,51.46450018810978,48.138191024929235,40.79334137681671,28.125395119619267
14.0,0.0005,4.248235251958365,1.5160118601142436,50.689190868790654,62.784133249006246,58.944111928970365,52.09210406601059,36.029200387268865
15.0,0.0005,4.164994479738277,1.7192568731744116,47.077205120768944,64.05560337946149,59.9095229479774,53.746107624256766,40.853826029685244
16.0,0.0005,4.081867495006649,2.1196594201936954,38.66936653270912,47.51772910959295,47.340626273266395,40.515127239138984,26.889885771013063
17.0,0.0005,3.9555931592346845,1.6621199392955213,49.505220201350625,61.53022600558476,58.54949228023387,51.00581837869872,37.10957698113405
18.0,0.0005,3.729415024016983,1.6330976134327193,49.17108588474127,55.81710641080734,52.75718658794727,45.62240452539238,32.70945389105016
19.0,0.0005,3.5424394462431925,1.9069711310239694,45.57070058416539,61.377227023881645,56.73336454812561,50.513786397774126,36.10059007543792
20.0,0.0005,3.470236679091518,2.091899787821289,44.89601027468203,49.06605821712583,46.65441661741142,40.85541373102996,28.522692660445053
21.0,0.0005,3.5183749093033794,1.804431815418991,47.59062849567055,64.57110859225534,57.88979273188603,51.32054752475378,38.66469553387042
22.0,0.0005,3.3994906284712685,1.94952467579535,50.57774371297179,63.86078840603182,60.40931055659551,53.80380596943959,39.83062318891753
23.0,0.0005,3.6328481872529856,1.7488742472062884,54.11401582632473,63.72735805149552,60.333001968303634,53.700848617247296,38.141872823208026
24.0,0.0005,3.1015963694294895,1.8233289249786517,50.26442805651075,59.121412359426884,56.57666761399936,49.31506367730572,35.16424574938996
25.0,0.0005,3.165636623123163,1.8811806902917156,45.23998425653561,61.29208983123578,54.80499143085626,48.07544771431286,35.534025333482035
26.0,0.0005,3.2891172018436854,2.031391818530676,52.42656502465095,64.3659738204318,59.35643760974776,52.39607301922163,39.74588658088455
27.0,0.0005,2.886632100303054,2.5356067091623062,42.06146165637818,51.59964159091136,48.94104467026876,42.57385190080978,29.488731166964072
28.0,0.0005,3.558985823775737,1.8337644720718496,58.670816588639845,63.85436702748625,59.56880008064906,53.71306412110691,41.06999784482278
29.0,0.0005,2.8753677008172804,2.0833365447207988,51.4744997307039,62.281740924789986,59.83303195592268,53.51032769973004,40.782806145056576
30.0,0.0005,2.9477542233693987,2.1322407452038545,52.56867050586237,59.638353280003635,54.889986355797205,48.098685325656085,35.15197287493771
31.0,0.0005,2.641634843965828,1.9514505989733926,58.69940340555993,65.67980394133441,60.31745549709247,54.23502252390323,42.33692995354188
32.0,0.0005,2.929576440664816,1.8111819512729106,54.71527116045905,61.270349325899325,56.29260139471158,50.36706390126642,37.80807071825662
33.0,0.0005,2.983952751148324,2.1469195409452837,48.304366739859965,58.290193711884605,50.69080052707711,45.283463700016654,34.84992391916878
34.0,0.0005,2.6515838867326655,1.884227353724302,57.579545925342835,64.85764123880358,60.3016380416254,54.67276650917191,41.77214706397948
35.0,0.0005,2.9313532248742047,2.0486508511386794,58.0390065045366,58.88691607219235,55.12706569466371,49.589071005069634,37.80502751031697
36.0,0.0005,2.9967036528969264,2.119481597715233,52.58441397025314,53.62588864511202,43.72644826055484,39.13688324171712,27.78855580707868
37.0,0.0005,2.422548130710006,2.2683132990302637,52.680946265070226,57.702923731332625,48.91769130661129,43.02310894144074,31.42961499500581
38.0,0.0005,2.6694020708338972,2.1137545941905542,61.26413804532461,65.069232169793,59.96245159432234,55.00133601373778,42.772856528621254
39.0,0.0005,2.6987413181188464,1.940188733939321,55.93145378464598,60.59423279139028,53.34420423547485,48.28710798751404,36.65811707630468
40.0,0.0005,2.6452974071585875,2.204136590504329,55.67355097982351,57.82826395684985,48.67980635572092,43.00702877011046,30.347049524174995
41.0,0.0005,2.5757933913196105,2.2493883009397004,62.27316982226457,62.80537774654716,57.917480473696614,52.652254540494305,41.126386826021594
42.0,0.0005,2.263664487947272,2.311706147840176,57.26757674938891,63.624433152952875,53.234513556921016,48.10952925846609,36.67880447514757
43.0,0.0005,2.9270369321178764,2.1598897844453875,57.24344367568463,60.12750253292768,49.062732608187865,43.01657376107556,32.246176101524306
44.0,0.0005,2.624813594107208,1.9107725887895952,51.406243526536024,54.11040514679912,45.0145972561616,40.383808770554644,30.746762462669935
45.0,0.0005,2.257863706676474,1.9614694274615025,62.76349587769814,62.91465130045207,51.971033266828826,47.48878984653234,36.50154700088255
46.0,0.0005,2.6942537417494994,1.9386170239677185,57.02697104031156,62.0797495478039,49.226069256690174,45.28013509492872,35.49160228481329
47.0,0.0005,2.1903180149129042,2.3313840742980827,57.4625056966483,60.03457156190089,45.52376602536919,40.74912103668844,31.776081316581557
48.0,0.0005,1.9790844429494086,2.491006173209975,45.2628744251564,56.32925864672186,42.359408928779786,38.304804201803464,28.321104120304042
49.0,0.0005,2.7212917930922935,2.3331076839810727,56.79920868376352,59.457594428323745,48.21506826555036,43.58747901918637,34.02379457670083
