epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,9.961197081066313,2.372282402856009,13.005033328798802,22.429287504475475,16.56050662339295,14.0127359227561,3.821653120209964
1.0,0.0005,9.053567159743537,2.3342761993408203,22.21466467147327,25.298514142499105,15.853655179209515,7.317069813356686,0.0
2.0,0.0005,8.276902516682943,2.238724878856114,22.81322269079037,22.83252774794128,16.04937947187994,4.938268360770307,2.469132558303302
3.0,0.0005,7.383448464529855,2.134263668741499,25.96925588355326,21.366362334407448,20.43010327610217,10.752683921264254,3.2258022008380673
4.0,0.0005,6.455125241052537,2.0633671454020908,25.452319412324854,33.467597565341926,23.783779562309007,12.972968751498817,6.486482265013704
5.0,0.0005,5.496472494942801,1.8311337062290736,39.40960413549177,38.85975442808702,38.05309244537615,28.31857917104009,17.699110144491918
6.0,0.0005,4.646346943719046,1.5544855424336024,53.3804924500068,54.109719645433934,62.20471941068922,55.11810523746091,32.28345956816992
7.0,0.0005,4.019310587928409,1.408983588218689,58.22337096993606,64.21472937000887,70.07873515872066,65.35432570990181,40.15747531620125
8.0,0.0005,3.3881362619854154,0.9318753225462777,66.65759760576792,70.23014490348984,74.99999503086768,72.85713788801054,52.142852173724954
9.0,0.0005,2.86304387592134,0.7597868485110146,69.69119847639777,76.3341389187254,80.64515629845243,79.83870468554922,62.09676920167833
10.0,0.0005,2.9870562894003734,0.8428191542625427,67.01129098081894,70.5827067669173,80.15563702342232,75.48637632303323,56.809333521476916
11.0,0.0005,3.6158242566244945,1.0096856100218636,61.47462930213577,67.60248836376655,71.26436281675291,69.73179576694449,51.34099116924345
12.0,0.0005,2.9202871095566523,0.8339895478316716,67.09291252890763,70.55711519057384,77.3437450003055,76.5624950003055,57.81249500030561
13.0,0.0005,2.5397474538712275,0.8273787668773106,72.56155625085023,79.61155514837513,83.99999500512028,83.99999500512028,64.79999500512038
14.0,0.0005,2.277772171156747,0.8455973054681506,72.88804244320501,76.66835155114677,83.19999500512031,82.3999950051203,64.79999500512038
15.0,0.0005,2.109739933695112,0.8099610550062997,73.43218609712964,76.60674796234284,84.55284054035324,82.92682428019064,63.41462915823952
16.0,0.0005,2.015334066890535,0.8407088262694222,74.23479798666848,76.796902971715,84.51882348348272,83.68200339980072,68.61924189352463
17.0,0.0005,1.9053062143779935,0.8181161965642657,75.85362535709427,74.68940207662011,79.55389835408607,75.83642623512698,65.42750430204154
18.0,0.0005,1.8188576755069552,0.9164746701717377,74.56128417902326,79.07864900346102,85.47717344811583,83.81742241077146,71.36928963068851
19.0,0.0005,1.7562020052047003,0.8971657114369529,75.59515712148007,79.31465568683613,85.9504082449972,85.12396196400547,70.2479289061543
20.0,0.0005,1.7183342036746798,0.8453618841511863,76.996327030336,83.10926124835899,87.70491304924779,86.06556878695271,73.77048681973965
21.0,0.0005,1.6468014490036738,0.9777909474713462,75.74479662630935,81.13647213271273,86.30704896678805,83.81742241077146,68.87966307467194
22.0,0.0005,1.5939096439452398,0.9288026435034615,75.30948170316964,78.95393245017306,85.8333283614586,84.16666169479194,69.99999502812535
23.0,0.0005,1.5433142071678525,0.9181751779147557,76.35695823697456,78.54218880534673,84.7736575704926,84.7736575704926,69.95884275567784
24.0,0.0005,1.516948518298921,1.067916214466095,73.66344715004762,77.11152882205513,83.33332836145863,83.33332836145863,69.99999502812535
25.0,0.0005,1.4750344355901082,0.9630883165768215,76.32975105427833,75.41059087111718,83.59374500030547,80.46874500030549,67.96874500030555
26.0,0.0005,1.4666125093187605,1.2153363994189672,72.77921371242007,78.20996819780544,84.29751568301374,82.64462312103029,69.42148262516257
27.0,0.0005,1.4753189654577346,0.7302376585347312,77.52686709291252,80.53347654851414,83.12756703551317,82.30452176802346,73.25102382563668
28.0,0.0005,1.4849179472242082,1.0959969844136919,72.16705210175486,78.57583918388103,84.46214639831143,82.07170815129949,66.93226592022386
29.0,0.0005,1.581209001087007,0.917438771043505,73.33696095769282,80.3069591681066,84.70587735363353,83.92156362814332,66.66666166735908
30.0,0.0005,1.5234173820132302,0.9582015318529946,76.98272343898789,85.11297182349814,88.97637295399619,88.18897137919302,73.22834145793324
31.0,0.0005,1.3565592992873419,1.1732361486979894,74.19398721262414,81.94504117436449,86.63967112327718,85.02023792489662,72.06477233785212
32.0,0.0005,1.3094825176965623,1.0471262846674239,76.27533668888587,82.781208974818,86.16600290709147,86.16600290709147,73.51778156321801
33.0,0.0005,1.2400434017181396,0.9518544333321708,76.35695823697456,85.71654977780587,87.64939739432734,86.85258464532338,74.10358066125967
34.0,0.0005,1.1832649679411025,1.2181055801255363,75.67677866956876,82.56052660298569,85.59999500512029,84.7999950051203,73.59999500512035
35.0,0.0005,1.157412046477908,1.0878699592181615,75.6223643041763,84.82593037214886,86.2745048046139,83.92156362814332,74.509798922261
36.0,0.0005,1.137343710377103,1.0662811526230402,76.87389470820297,84.92805256073721,87.4015698043899,85.8267666547836,75.59054618234269
37.0,0.0005,1.1274032734689259,1.3913336651665824,74.27560876071283,80.03804153240243,85.5967028379823,83.12756703551317,70.78188802316755
38.0,0.0005,1.1236926118532817,1.2281359945024763,73.62263637600327,82.11510920157536,84.99999502812528,84.16666169479194,69.16666169479203
39.0,0.0005,1.1061238476208277,1.2042770854064397,76.45218337641137,83.77419388808156,87.19999500512027,85.59999500512029,77.59999500512032
40.0,0.0005,1.09247868117832,1.2676342300006322,75.48632839069515,84.30772548253752,88.25910432165774,85.02023792489662,75.30363873461326
41.0,0.0005,1.1254356872467768,0.8533592735018048,76.15290436675282,80.99850466502392,87.34693378958795,86.5306072589757,73.46938276917984
42.0,0.0005,1.0784601881390525,0.9757921610559736,77.07794857842471,82.96911108941184,87.44938772246748,85.02023792489662,76.9230719329938
43.0,0.0005,1.0640931186221896,1.2082212993076868,75.93524690518296,82.3420420799899,86.29031758877501,85.4838659758718,73.38709178232344
44.0,0.0005,1.0930768393334889,1.079094648361206,75.93524690518296,86.93729665779355,89.92247562015531,89.1472818217057,76.74418104651195
45.0,0.0005,1.0984712271463304,1.2491523112569536,73.66344715004762,80.64894378804152,85.8333283614586,84.99999502812528,72.49999502812533
46.0,0.0005,1.0534835826782953,0.9618112785475594,77.28200244864644,83.55499137454025,88.61788119075975,88.61788119075975,78.04877549970287
47.0,0.0005,1.0022323159944444,1.4556342703955514,73.29615018364848,81.91595059076262,85.71428072836348,84.08162766713899,67.75509705489416
48.0,0.0005,1.0068763409342085,1.1123834763254439,75.59515712148007,83.42463301109917,86.74698295833967,86.74698295833967,77.10842874147224
49.0,0.0005,0.9640297038214547,1.1641026735305786,75.13263501564413,84.27005012531329,86.99186493059715,86.17885680051585,75.60975110945898
