epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,9.964746974763417,2.3819125379834856,11.536772777167947,10.952380952380954,0.0,0.0,0.0
1.0,0.0005,9.094323067438035,2.353924172265189,17.43139407244786,27.244897959183675,13.1736493814774,4.790415848544727,1.1976014772941166
2.0,0.0005,8.337011405399867,2.278902905327933,21.097694840834247,24.744897959183675,22.754487704830346,8.38323021980123,1.1976014772941166
3.0,0.0005,7.4906219981965565,2.1608380930764333,27.628979143798023,20.586734693877553,23.999996293225063,9.142853436083136,3.4285677217999257
4.0,0.0005,6.517468475160145,2.0887417452675954,27.760702524698132,25.875850340136054,32.18390438367065,14.942525073326301,2.2988469124117006
5.0,0.0005,5.721884818304153,1.888387816292899,31.10867178924259,33.116883116883116,31.034477853746317,18.96551233650543,6.89654681926627
6.0,0.0005,4.829200233731951,1.6587540592466081,43.98463227222832,53.12284832961525,58.60805361349316,49.08424408968372,27.83882284426286
7.0,0.0005,4.286476089840844,1.4133434976850237,55.68605927552141,57.89718980304139,68.79432126150633,58.86524324732198,41.843966651577475
8.0,0.0005,3.6150088877904984,1.0467974969318934,61.306256860592754,68.26669978336163,77.69783673929952,71.94244105584632,49.64028278246518
9.0,0.0005,3.0114838168734597,0.9208859801292419,61.97585071350165,67.69911041339614,75.73528912197264,72.05881853373737,45.588230298443456
10.0,0.0005,2.6836219117754982,0.7486360413687569,65.69703622392974,67.06297903776895,73.57142358775542,69.99999501632689,49.99999501632703
11.0,0.0005,2.76226536432902,0.9469759379114423,59.20965971459934,67.68628663586647,73.45454046254578,68.36363137163673,49.45454046254596
12.0,0.0005,2.941477276030041,0.9887424026216779,64.47859495060374,65.13038548752834,72.05881853373737,71.32352441609031,55.14705382785513
13.0,0.0005,2.6579018320356096,0.9699678591319493,64.33589462129528,71.48865128188437,75.88651984306657,71.63120069413041,54.60992409838584
14.0,0.0005,2.322307575316656,0.7439465011869159,70.14270032930845,71.64565826330532,81.24999500488312,78.12499500488312,61.71874500488321
15.0,0.0005,2.1157127789088657,0.8034709138529641,70.06586169045005,76.47022577146801,80.78430873171888,78.4313675552483,56.47058324152292
16.0,0.0005,2.0214166527702693,0.7986629434994289,70.65861690450055,74.66269841269842,83.5341315643299,79.5180673073018,61.8473845763782
17.0,0.0005,1.8809527896699452,0.9653620549610683,68.2436882546652,73.51473922902495,80.79999501568031,75.99999501568031,56.79999501568042
18.0,0.0005,1.7905589512416296,0.9401863557951791,71.51481888035126,77.96201814058956,83.73983242514407,79.67479177473757,65.04064543327422
19.0,0.0005,1.7685001009986514,0.9856131587709699,71.33918770581778,72.03514739229026,82.84518333922755,80.33472308818153,65.27196158190546
