epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,11.807508540153503,2.92325119972229,13.625423914232579,18.216251412845843,15.517238525565332,12.068962663496514,8.620686801427818
1.0,0.0005,10.679155921936035,2.762681984901428,15.579987601648252,16.772740675217456,18.10344542211698,17.241376456599763,8.620686801427818
2.0,0.0005,9.161884713172913,2.524548888206482,24.838639098566897,24.703695513293034,24.354239411773413,21.40220989147831,14.022136090740723
3.0,0.0005,8.031823658943177,2.0088421583175657,38.81413412099333,35.65922158337018,37.79069274202336,28.48836716062822,18.604646230396117
4.0,0.0005,6.760148286819458,1.6805338740348816,40.342048645297744,37.29465821416286,38.41462929208866,32.926824414039984,26.21950734086943
5.0,0.0005,6.117658805847168,1.4220969557762146,45.361557816431464,36.091564638966545,38.805965313487995,32.83581605975676,24.733470643978745
6.0,0.0005,5.715171420574189,1.4106755614280702,52.20070743536448,36.852483666885284,42.774561812289605,39.30635371980409,27.36030362346522
7.0,0.0005,5.214917993545532,1.3265746593475343,53.068592057761734,29.799377883098817,35.44303374459272,28.797464124339673,22.784805896491736
8.0,0.0005,4.974380338191986,1.2884144544601441,53.358494694234764,35.04663805768162,37.15277333333386,31.944440000000622,25.694440000000775
9.0,0.0005,5.104980373382569,1.2658948659896851,58.91952011085585,38.165838371014665,45.054940495109754,41.75823719840648,32.234427674597114
10.0,0.0005,4.774285739660263,1.2621178328990936,60.06819093461693,40.843759336810606,47.25050440242124,43.991848597940624,34.21588118449881
11.0,0.0005,4.277737706899643,1.0385635495185852,66.19990518907487,45.822742472962496,54.94949020091868,50.90908616051467,41.21211646354509
12.0,0.0005,4.0037378668785095,1.0431838095188142,64.37844145425373,45.64231180388022,51.383394500148846,47.43082533018841,41.106714658251725
13.0,0.0005,3.714573210477829,1.1263796269893647,67.88097582321409,53.918378462496115,59.196612513174806,54.545449722477166,45.66595712205442
14.0,0.0005,3.4915487587451937,0.9723532736301422,70.9313350107574,50.674518705734684,54.509013301633736,50.90179887277605,39.679353982996616
15.0,0.0005,3.3677218854427338,1.0290853023529052,76.26262626262626,55.83799306765646,66.36363144462847,63.63635871735575,55.45454053553761
16.0,0.0005,3.105817657709122,1.086993408203125,77.2143820880283,58.86135355872197,69.99999500800035,68.49999500800035,59.999995008000404
17.0,0.0005,3.0617702662944795,0.884656411409378,73.66991211756554,58.336630573981644,67.42080956573405,63.80090006347163,55.20361499559841
18.0,0.0005,2.836448609828949,0.9092387557029724,77.94734347080917,66.03315857827388,73.36448103415178,70.09345299676862,62.149527763123814
19.0,0.0005,2.766238933801651,0.9127352774143219,76.59993436166721,57.00077457663664,69.64285224489831,66.51785224489832,59.82142367346979
20.0,0.0005,2.920585399866104,0.8672187566757202,77.03023009882216,65.60683760683762,73.42994671707658,71.49757956731813,59.903376668767486
21.0,0.0005,2.5629952371120455,0.7628073841333389,82.16825292637567,66.3155388471178,76.44230272189381,74.5192257988169,65.86537964497079
22.0,0.0005,2.3272955626249314,1.0002780914306642,78.61284323378186,63.36675038068226,74.81662093555188,73.34962827051523,60.14669428518522
23.0,0.0005,2.1431349962949753,0.7861245065927506,81.05422455602961,57.848066442969,70.1525005801191,67.53812149515178,61.87363347772261
24.0,0.0005,2.0918856859207153,0.8998585730791092,81.10527659264122,66.86031982256239,75.42578577583637,72.50607774663929,65.20680767364664
25.0,0.0005,2.1650044143199922,0.7626007080078125,82.78999380082412,69.95590260235569,78.51851353196191,76.5432048899866,70.12345180356688
26.0,0.0005,1.9174096643924714,0.7328588843345643,84.0024796703497,71.30431711690292,80.19323174123114,79.71013995379153,72.46376314219735
27.0,0.0005,1.7901270717382431,0.7574606567621232,83.92772490245414,69.324403564907,77.7251135239553,76.303312576088,67.77250688888424
28.0,0.0005,1.8839887410402298,0.9717529773712158,78.9920869343252,66.40852710849758,75.06052771230442,73.12348170746183,63.438251683248815
29.0,0.0005,1.9633733808994294,0.8928092539310455,81.3805929329395,72.94497607655504,82.05127705246579,81.02563602682477,68.205123206312
30.0,0.0005,1.877559280395508,0.9858870685100556,80.29756044196478,66.41395899633886,74.99999502958613,73.0769181065092,63.942302721893874
31.0,0.0005,2.46625192463398,0.9081330865621566,79.92196331546512,66.31465901081062,74.83295724287113,72.60578575066624,63.25166548340573
32.0,0.0005,1.7937702894210816,0.7335512906312942,84.25591656638588,66.23700566744046,75.28344179554847,71.65532388171628,67.57369122865508
33.0,0.0005,1.9952710658311843,0.9491073369979859,80.62210553185282,67.78377084395392,77.40384118343228,74.03845656804768,65.38461041420155
34.0,0.0005,1.7745850533246994,1.0052965819835662,76.43766181672319,65.83988083961508,74.12586918088937,70.86246591748612,64.8018598568801
35.0,0.0005,1.7216956585645675,0.8149418592453003,83.13459504795244,70.91071428571428,80.8612390522198,78.46889455461216,72.72726776035381
36.0,0.0005,1.5485806554555892,0.8928342401981354,82.62954454290194,65.78999625681548,74.66062857025891,72.85067381912769,68.77827562908246
37.0,0.0005,1.3745359748601913,0.9311804652214051,85.56503664806914,73.6015037593985,81.59203481101983,78.10944774634322,74.12934824385569
38.0,0.0005,1.3196585565805434,0.872499305009842,84.87765744083434,71.04714564188248,80.39215188004644,78.92156364475233,73.52940678200726
39.0,0.0005,1.2992109179496765,0.7951014250516891,84.50206031433468,74.18954203691047,82.29425934813868,80.79799999651775,71.82044388679209
40.0,0.0005,1.255883350968361,0.7706732332706452,86.65900886117493,76.04662842877946,85.71428072135254,82.70676192436007,76.69172433037512
41.0,0.0005,1.1814549803733825,0.6990110337734222,86.22871312401999,70.93103172526834,78.8990776399296,77.98164644726904,72.0183436949755
42.0,0.0005,1.14458015114069,0.8244076728820801,85.4866353061299,74.85472235620976,83.21167385369522,81.2652018342305,74.45254976610401
43.0,0.0005,1.1593766331672668,0.9002568364143372,85.91693104328483,76.1029657477026,84.83289988514512,83.29048343270297,77.63495644041505
44.0,0.0005,1.3327374264597893,0.9310766756534576,81.70149144878387,71.60250428442649,79.59697233533649,77.58185898521056,68.51384890964385
45.0,0.0005,1.6508082330226899,1.118721178174019,82.05156255697771,66.41513200889435,77.14285217959215,75.23809027483026,67.61904265578268
46.0,0.0005,1.332735276222229,0.9349222779273987,82.2885898698173,73.14971139971139,81.86274011534054,79.4117597231837,68.13724991926217
47.0,0.0005,1.932628971338272,2.508994090557098,57.557524705539144,38.6531328320802,49.39466814813997,46.973360642086725,41.162222627558954
48.0,0.0005,6.2365258693695065,1.3012815833091735,68.45348794807279,54.4456877398811,64.65115784791817,60.93022761536005,46.04650668512763
49.0,0.0005,3.296679151058197,1.0620513081550598,69.72431900229734,61.42305990694297,69.4690216618376,67.69911015741283,59.734508387501386
