epoch,lr,train_loss,val_loss,acc,edit,f1s@0.1,f1s@0.25,f1s@0.5
0.0,0.0005,13.132764076263133,3.062157852575183,12.856619977908352,23.359217791904523,24.86485987370969,20.830581693090245,11.601840757033184
1.0,0.0005,10.428992294299771,2.56942053594523,20.276766514813822,34.08538539559165,36.11232505766801,27.468182890050848,15.291789735159048
2.0,0.0005,8.928449490120713,2.505514262864987,18.381737789135876,36.08487614600954,35.2786260668826,28.718731376228956,15.774457571929512
3.0,0.0005,7.966198775340134,2.242500002288984,24.57475212256289,39.06634118133976,37.92345439656219,30.986236221050717,18.268002899279974
4.0,0.0005,7.348020341614602,2.034495242198722,27.37231942692436,45.32687380901961,42.3420533791351,35.10984482242335,21.88583557192444
5.0,0.0005,6.77606481754444,1.9247267338343792,32.44416630174054,50.66669374342732,47.01761346984155,39.41837763880789,25.811924656426555
6.0,0.0005,6.190709626485764,1.8577650790878881,35.07359525225655,52.34703877931744,48.22437392257083,40.03412117649008,27.428810309475328
7.0,0.0005,6.066049826606898,1.8477026649181627,35.758730449218625,46.71397348146782,43.10743309978069,36.20936147443644,24.528920703086897
8.0,0.0005,5.386687992534167,1.9597829250463594,32.907649723200805,50.347441900595555,45.648459287062686,37.393339833137894,25.277298877506798
9.0,0.0005,5.258494723850573,2.264026271438019,30.301668638357114,43.522193257889384,41.00952494207989,33.74174821153231,22.117494362962148
10.0,0.0005,5.059466066914545,1.6715851361966796,41.32714919705357,53.086797332223966,50.99226588536674,43.09587983982682,29.20408957452522
11.0,0.0005,5.013244542332602,1.5861027494279876,47.729560323923685,57.56541907191982,57.11185362376211,48.01995821310797,33.52500323860455
12.0,0.0005,4.650604934129916,2.3227514452042266,33.584288132602175,52.703074735357305,51.20995125088426,43.16662329513417,29.753394440559646
13.0,0.0005,4.560288062712676,1.6723520849676181,45.21058961169681,51.2680478644435,47.90256619906626,41.219938948103504,30.10304501659545
14.0,0.0005,4.207150407135487,1.6029295940728236,46.04891208439271,57.58740595742552,55.445539639571976,47.32672775838392,33.50934602021031
15.0,0.0005,4.151526058538699,1.7021596214423578,46.985846312721,60.160385401947096,57.75168024790403,49.1193688758667,35.52945802568207
16.0,0.0005,4.399712590264603,1.7877781310946577,48.430136798279726,55.244245340191796,54.749206282894804,46.632570443486756,32.98878848287332
17.0,0.0005,3.6893685926538957,1.7659759188924606,41.534993692769234,55.352532963853804,51.85683339011844,44.51923662135379,31.07819544554341
18.0,0.0005,4.008928673053291,1.677897848486383,49.53153288583586,58.877828223646716,58.11261470302907,51.235249913356306,37.45826349003132
19.0,0.0005,3.7234299697086843,1.8006494496949017,46.21247524493624,48.36101910072793,48.72128696093293,41.520404401510696,29.365154175856528
20.0,0.0005,3.74461316590158,2.095948572296442,43.80845626442003,49.58555696176165,49.225361828399286,41.97479376394988,29.5600034313742
21.0,0.0005,3.652040638134513,1.8166630149870697,49.7906032065569,59.42440985435795,59.71007585761251,51.80922380494023,38.087856094417006
22.0,0.0005,3.3545680268024896,2.37120996381984,46.82334525062255,53.56457142365689,53.88600547045305,45.639027922957446,31.43350115266407
23.0,0.0005,3.585312131005274,1.8621302527996402,44.13068059268361,59.74365225829528,56.00600112197549,48.0265931425676,35.02788014385478
24.0,0.0005,3.116587178335643,1.6943303507804457,56.34464931143341,57.91134147616786,58.78572519026912,51.584307064853704,37.048521556322996
25.0,0.0005,3.07531285831626,1.7601052435994562,48.943212047137564,58.72868944774731,57.398998952174416,51.13447211210806,38.184831824338445
26.0,0.0005,3.5650856233083865,1.8243360345821,50.67426911287002,59.868928882073334,57.11916614813948,49.51294853155922,36.53885526731069
27.0,0.0005,2.930058671397642,1.918016183319398,51.62092562696488,60.12557941701194,59.24741011168763,51.31648590318114,37.13889289603923
28.0,0.0005,3.314090797074244,1.784686942190294,54.26015856312787,57.4919761863201,58.630072413774755,50.87661493800437,36.37155123333289
29.0,0.0005,2.958672701210623,2.1011663682293147,53.768080183530614,58.889465604742796,60.3037810437123,52.822484285607615,39.26546773607254
30.0,0.0005,2.749726474232657,1.9538601445318717,53.23694926110628,63.9807388174085,63.19466700129131,54.83130855604627,40.703128623739396
31.0,0.0005,3.644330759598336,1.836324209567263,49.66298799338558,58.92751783558837,57.96322590606911,50.54740272903964,37.67816083686876
32.0,0.0005,2.5826436900861665,2.1328349309300796,50.50073856691874,59.233969240892776,57.4458633968147,50.0883733393689,37.14095840344331
33.0,0.0005,2.768633230628682,1.861377083774035,57.5088726070105,61.9885087767554,62.69213386646862,55.05050013787843,41.963104441787216
34.0,0.0005,2.770423194052468,1.9835878371830202,57.28427963581461,58.2893130677248,57.792063712728314,50.82528986492558,37.663446349384486
35.0,0.0005,2.4514773475452207,1.9275739057403471,57.72905378466526,63.05007720542728,62.3568232777042,55.37444442307869,40.46255014995112
36.0,0.0005,3.2449083834571737,1.9734328359546554,58.1900045098334,58.727888866864745,57.45757189222269,50.054574968535135,36.51880043246306
37.0,0.0005,2.4844738804328608,2.194390944386315,52.870116798149006,58.21468884752827,58.19070412036679,51.63369145088475,38.40853030396337
38.0,0.0005,2.6291762317045473,2.4502459173349456,46.32644657808221,54.452392179705974,51.49583699065617,45.3396646178298,32.68171019510617
39.0,0.0005,3.001752035613631,1.8814329393078677,47.7493316949784,55.429907122533955,52.826082196266576,45.65216915278839,31.620548599428925
40.0,0.0005,2.6408219010057583,2.0972604759089233,55.74170419414506,48.43644074240177,50.01543203729074,43.7995217769224,31.532361130632598
41.0,0.0005,2.34904727832952,1.9807925906368635,52.45450950659808,60.2981309727643,56.99419173657847,49.469677027753235,36.86211248903016
42.0,0.0005,3.2539023949541677,1.7635885615212221,57.51965699122216,50.357324091526806,52.1088001673166,45.36062463893073,33.11533983180363
43.0,0.0005,2.4103007372206364,2.08139850177233,50.240197648350644,60.36950044461188,55.78203354997928,48.35519197581183,35.015131430907886
44.0,0.0005,2.2784972045518144,1.9908696261958942,57.66671677592664,63.038875044697974,59.677414521910435,52.150532801480395,39.33001998096771
45.0,0.0005,2.363352479859137,2.074438072818642,62.05228465545527,62.444393425317,61.272042153958814,54.64457021381991,41.28273162483021
46.0,0.0005,2.9081851083418013,1.828582153396888,59.15300100000653,59.63356397919361,56.8152818784052,50.44585512681289,37.432626317405905
47.0,0.0005,2.1868715888072905,2.228769642423787,50.99257184687482,57.634716363005545,56.1460071047742,49.53110340405832,34.68790485611055
48.0,0.0005,2.072171830637774,2.325365781602967,55.88214628853783,54.156941581908136,47.39630454019843,41.677320436416295,30.988484331903404
49.0,0.0005,2.842587965737346,2.14786185657916,57.55160164445519,55.77795634732803,54.65427793559605,48.028890938692086,35.41795182620516
